Dr/Cr,group of chart acct,,,Ledger,Ledger Name,Currency,balance only 
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7355,EMP.BEN.EXP.-OVERTIME NON-CLERICAL,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7356,EMP.BEN.EXP.-PROVIDENT FUNDS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7357,EMP.BEN.EXP.-HOUSING ALLOWANCE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7361,EMP.BEN.EXP.-MEDICAL,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7364,EMP.BEN.EXP.-UNIFORMS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7366,EMP.BEN.EXP.-TRAINING AND EDUCATION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7367,EMP.BEN.EXP.-ACCRUED LEAVE PAY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7368,EMP.BEN.EXP.-HARDSHIP ALLOWANCE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7369,EMP.BEN.EXP.-DISTURBANCE ALLOWANCE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7371,EMP.BEN.EXP.-SEVERANCE PAY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7372,EMP.BEN.EXP.-TOP UP ALLOWANCE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7374,EMP.BEN.EXP.-TRANSPORT ALLOW-SHARIA BOD,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7571,INSURANCE EXP.-BUILDINGS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7581,REPAIR & MAINT.EXP.-COMPUTER ACCESSORIE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7582,REPAIR & MAINT.EXP.-OFFICE & EQUIPMENT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7583,REPAIR & MAINT.EXP.-FURNITURE & FITTING,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7584,REPAIR & MAINT.EXP.-MOTOR VEHICLE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7634,EXPENSE-WATER AND ELECTRICITY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7652,EXPENSE-CONSULTANCY SERVICE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7654,EXPENSE-LEGAL SERVICE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7661,EXPENSE-ADVERTISING,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7662,EXPENSE-PUBLICITY AND PROMOTION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7701,EXPENSE-OFFICE CLEANING SUPPLIES,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7702,EXPENSE-TELEPHONE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7703,EXPENSE-BROAD BAND,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7704,EXPENSE-STATIONERY AND PRINTING EXPENSE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7705,EXPENSE-POSTAGE AND OTHERS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7706,EXPENSE-ENTERTAINMENT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7724,EXPENSE-OTHER TAXES,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7761,EXPENSE-TRANSPORTATION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7762,EXPENSE-PERDIEM AND ACCOMMODATION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7763,EXPENSE-PETROLEM AND LUBRICANT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7764,EXPENSE-OTHER TRAVEL COSTS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7810,ADMIN.& OPE EXP.-WAGES,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7811,ADMIN.& OPE EXP.-SUPPLIES EXPENSE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7812,ADMIN.& OPE EXP.-BANK CHARGE-LOCAL,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7813,ADMIN.& OPE EXP.-TRANSPORT OF CURRENCY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7814,EXPENSE-MISCELLANEOUS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,7873,DEP.EXP.-OFFICE & OTHER EQUIPMENT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8001,CRA.IMPORT LC-CLIENT,6 JPY,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8001,CRA.IMPORT LC-CLIENT,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8001,CRA.IMPORT LC-CLIENT,4 EUR,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8003,CRA.IMPORT TIME LC-CLIENT,4 EUR,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8005,CRA.OUTWARD BILLS FOR COLLECTION,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8006,CRA.INWARDS BILLS FOR COLLECTION,4 EUR,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8006,CRA.INWARDS BILLS FOR COLLECTION,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8006,CRA.INWARDS BILLS FOR COLLECTION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8009,CRA.INWARD BC-ACCEPTED GUARANTEED DRAFTS,4 EUR,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8013,CRA.CUST.UNDERTAKE./ENDORSED G.D.ORDERS,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8016,CRA.LG-CLIENTS,1 ETB,1370991873
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8018,CRA.BANK UNDERT.EXPORT LC SIGHT CUSTOME,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8023,CRA-EXPORT LC SIGHT-COMPLAINT DOCUMENT,2 USD,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8035,CRA.LIAB.MUR.DEALS UNDER EXECU.-DTS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8036,CRA.LIAB.MUR.DEALS UNDER EXECU.-IMPORT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8037,CRA.LIAB.MUR.DEALS UNDER EXECU.-CONSTRUC,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8050,CRA.LIAB.MUR.VENDOR LIAB.TO PO-DTS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8056,LG-FOREIGN-CLIENT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8057,CRA.INTEREST ON NON-PERFORMING LOANS,1 ETB,46423391.09
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8058,MONEY BAGS COST,1 ETB,15181.99
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8117,MEMO MAR.BANK INTEREST OD,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8137,MEMO MAR.BANK INT.OD TRANSPORT & COM.,1 ETB,29115.5
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8138,MEMO MAR.BANK INT.OD CONSTRUCTION,1 ETB,103552.84
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8140,MEMO MAR.BANK INT.OD EXPORT PRESHIPMENT,1 ETB,2981806.39
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8143,MEMO MAR.BANK INT.OD EXPORT,1 ETB,1746716.04
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8144,MEMO MAR.BANK INT.OD INDUSTRY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8401,INT.CHA.THIS MONTH LEGAL-DTS T/L,1 ETB,12679346.98
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8402,ARR.INT.CHA.THIS MONTH LEGAL-DTS T/L,1 ETB,11599171.88
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8407,INT.CHA.THIS MONTH LEGAL-AGRICULTURE T/L,1 ETB,1086593.33
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8408,ARR.INT.CHA.THIS MONTH LEGAL-AGRICUL T/L,1 ETB,1195666.85
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8413,INT.CHA.THIS MONTH LEGAL-INDUSTRY T/L,1 ETB,5006926.15
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8414,ARR.INT.CHA.THIS MONTH LEGAL-INDUSTR T/L,1 ETB,3463029.82
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8419,INT.CHA.THIS MONTH LEGAL-EXPORT T/L,1 ETB,4452362.13
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8420,ARR.INT.CHA.THIS MONTH LEGAL-EXPORT T/L,1 ETB,3321739.09
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8425,INT.CHA.THIS MONTH LEGAL-IMPORT T/L,1 ETB,4506635.16
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8426,ARR.INT.CHA.THIS MONTH LEGAL-IMPORT T/L,1 ETB,1794831.87
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8430,INT.CHA.THIS MONTH LEGAL-CONSTRUCTIO T/L,1 ETB,10386635.51
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8431,ARR.INT.CHA.THIS MONTH LEGAL-CONSTRU T/L,1 ETB,9228688.51
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8436,INT.CHA.THIS MONTH LEGAL-TRANSPORT&C T/L,1 ETB,436270.89
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8437,ARR.INT.CHA.THIS MONTH LEGAL-TRANSPO T/L,1 ETB,381501.78
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8442,INT.CHA.THIS MONTH LEGAL-HOTEL & TOU T/L,1 ETB,10816500.12
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8443,ARR.INT.CHA.THIS MONTH LEGAL-HOTEL & T/L,1 ETB,8863472.97
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8460,INT.CHA.THIS MONTH LEGAL-MORTGAGE ST T/L,1 ETB,605269.28
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8461,ARR.INT.CHA.THIS MONTH LEGAL-MORTG S T/L,1 ETB,501555.81
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8472,INT.CHA.THIS MONTH LEGAL-MORTGAGE CU T/L,1 ETB,194525.21
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8473,ARR.INT.CHA.THIS MONTH LEGAL-MORTG.C T/L,1 ETB,165290.26
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8478,INT.CHA.THIS MONTH LEGAL-PERSONAL ST T/L,1 ETB,75157.87
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8479,ARR.INT.CHA.THIS MONTH LEGAL-PERS.ST T/L,1 ETB,61551.79
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8490,ARR.INT.CHA.THIS MONTH LEGAL-PERS.CU T/L,1 ETB,7980.57
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8526,INT.CHA.THIS MONTH LEGAL-PERSO.CUSTO T/L,1 ETB,9063.75
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8527,INT.CHA.THIS MONTH LEGAL-AGRICUL.MER.T/L,1 ETB,1290743.21
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,8999,SUSPENSE BALANCE SHEET OFF-BALANCE,1 ETB,40.01
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9157,INT.EARNED-ADVANCE AGAINST IMPORT L/C,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9163,INT.EARNED-MORTGAGE STAFF T/L,1 ETB,884907.86
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9164,INT.EARNED-MORTGAGE CUSTOMER T/L,1 ETB,2006944.07
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9165,INT.EARNED-PERSONAL STAFF T/L,1 ETB,135250.14
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9166,INT.EARNED-PERSONAL CUSTOMER T/L,1 ETB,298232.93
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9168,INT.EARNED-CONSUMER DURABLE STAFF T/L,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9169,INT.EARNED-CONSUMER DURABLE CUSTOMER T/L,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9170,INT.EARNED-AUTO MOBILE STAFF T/L,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9171,INT.EARNED-AUTO MOBILE CUST T/L,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9172,INT.EARNED-OD AGRICULTURE,1 ETB,1392.86
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9173,INT.EARNED-OD INDUSTRY,1 ETB,173868.83
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9174,INT.EARNED-OD DTS,1 ETB,164061.58
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9175,INT.EARNED-OD EXPORT,1 ETB,-1386879.02
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9176,INT.EARNED-OD IMPORT,1 ETB,187479.1
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9177,INT.EARNED-OD CONSTRUCTION,1 ETB,-32304.03
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9178,INT.EARNED-OD TRANSPORT & COMMUNICATION,1 ETB,-9603.43
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9179,INT.EARNED-OD HOTEL & TOURISM,1 ETB,46404.72
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9203,INT.EARNED-PRESHIPMENT-EXPORT,1 ETB,-2205268.36
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9223,REVENUE ON ARR.-MORTGAGE STAFF T/L,1 ETB,843784.81
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9224,REVENUE ON ARR.-MORTGAGE CUST T/L,1 ETB,1573141.13
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9225,REVENUE ON ARR.-PERSONAL STAFF T/L,1 ETB,129346.89
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9226,REVENUE ON ARR.-PERSONAL CUST T/L,1 ETB,289253.89
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9235,INT.EARNED-AGRICULTURE M/T/L,1 ETB,4863690.43
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9236,INT.EARNED-INDUSTRY M/T/L,1 ETB,25664037.31
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9237,INT.EARNED-DTS. M/T/L,1 ETB,120686343.7
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9238,INT.EARNED-EXPORT M/T/L,1 ETB,13264706.7
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9239,INT.EARNED-IMPORT M/T/L,1 ETB,11100508.26
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9240,INT.EARNED-CONSTRUCTION M/T/L,1 ETB,50357394.45
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9241,INT.EARNED-TRANSPORT & COMM. M/T/L,1 ETB,4024801.62
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9242,INT.EARNED-HOTEL & TOUR. M/T/L,1 ETB,14915735.11
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9244,INT.EARNED-MICRO FINANANCE INST. M/T/L,1 ETB,37302.54
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9255,REVENUE ON ARR.-AGRICULTURE M/T/L,1 ETB,3389117.81
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9256,REVENUE ON ARR.-INDUSTRY M/T/L,1 ETB,22501603.69
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9257,REVENUE ON ARR.-DTS. M/T/L,1 ETB,95772601.67
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9258,REVENUE ON ARR.-EXPORT M/T/L,1 ETB,16059898.63
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9259,REVENUE ON ARR.-IMPORT M/T/L,1 ETB,9335722.36
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9260,REVENUE ON ARR.-CONSTRUCTION M/T/L,1 ETB,44613077.17
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9261,REVENUE ON ARR.-TRANSPORT & COMM. M/T/L,1 ETB,4268630.81
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9262,REVENUE ON ARR.-HOTEL & TOUR. M/T/L,1 ETB,14349912.84
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9264,REVENUE ON ARR.-MICRO FINNAN. INST.M/T/L,1 ETB,3176701.37
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9401,REVENUE RECEIVED ON MUR.-AGRICULTURE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9403,REVENUE RECEIVED ON MUR.-INDUSTRY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9405,REVENUE RECEIVED ON MUR.-DTS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9407,REVENUE RECEIVED ON MUR.-IMPORT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9409,REVENUE RECEIVED ON MUR.-CONSTRUCTION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9411,REVENUE RECEIVED ON MUR.-TRANSPORT & COM,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9444,REVENUE RECEIVED ON MUR.-MERCHANDISE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9501,FEES-PROCESSING IFB,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9502,FEES-ESTIMATION IFB,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9601,COMMISSION-OPENING LC,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9602,COMMISSION-AMENDMENT LC,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9604,COMMISSION-CONFIRMATION LC,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9610,INCOME-COMMITMENT CHARGE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9611,INCOME-SERVICE CHARGE-FOREIGN,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9612,INCOME-SWIFT CHARGES,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9614,INCOME-POSTAGES/PHOTOCOPY,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9615,INCOME-MISCELLANEOUS FOREIGN,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9617,COMMISSION-SHIFT MONEY TRANSFER,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9625,COMMISSION-BILLS FOR COLLECTION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9630,COMMISSION-BILLS FOR COLLECTION-OTHER,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9641,COMMISSION-TRANSFAST REMITTANCE LLC,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9751,COMMISSION-CPO,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9752,COMMISSION-MT-TT-DD & BLOC.-OUTWARD,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9753,COMMISSION-LG ISSUED,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9754,FEES-ESTIMATION & INSPECTION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9756,FEES-PROCESSING & EXTENSION,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9757,INCOME-SERVICE CHARGES LOCAL,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9758,INCOME-MISCELLANEOUS LOCAL,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9765,FEES-ACCOUNT STATEMENT PRINTING,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9769,COMMISSION-ATM SERVICE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9771,Commission from Mobile Banking,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9851,INCOME-FCY TRANSACTION AND HOLDING,1 ETB,313677.24
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9854,INCOME-FX TRADING PROFIT/LOSS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9872,OTHER INCOME-OFFICE RENT,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9873,OTHER INCOME-POSTAGES,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9875,OTHER INCOME-INSURANCE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9876,OTHER INCOME-CASH SURPLUS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9880,OTHER INCOME-MISCELLANEOUS,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9881,FEES-COMMITMENT CHARGE,1 ETB,0
2 LIABILITIES,,999,H.O OF OROMIA INTERNATIONAL BANK S.C.,9999,INCOME-OTHER COMPREHENSIVE,1 ETB,0
